PG.ProteinGroups	PG.ProteinDescriptions	[1] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_10.raw.PG.Quantity	[2] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_11.raw.PG.Quantity	[3] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_12.raw.PG.Quantity	[4] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_13.raw.PG.Quantity	[5] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_14.raw.PG.Quantity	[6] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_15.raw.PG.Quantity	[7] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_16.raw.PG.Quantity	[8] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_17.raw.PG.Quantity	[9] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_18.raw.PG.Quantity	[10] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_19.raw.PG.Quantity	[11] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_20.raw.PG.Quantity	[12] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_21.raw.PG.Quantity	[13] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_22.raw.PG.Quantity	[14] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_23.raw.PG.Quantity	[15] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_24.raw.PG.Quantity	[16] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_25.raw.PG.Quantity	[17] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_26.raw.PG.Quantity	[18] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_27.raw.PG.Quantity	[19] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_37.raw.PG.Quantity	[20] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_38.raw.PG.Quantity	[21] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_39.raw.PG.Quantity	[22] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_40.raw.PG.Quantity	[23] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_41.raw.PG.Quantity	[24] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_42.raw.PG.Quantity	[25] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_43.raw.PG.Quantity	[26] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_44.raw.PG.Quantity	[27] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_45.raw.PG.Quantity	[28] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_49.raw.PG.Quantity	[29] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_50.raw.PG.Quantity	[30] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_51.raw.PG.Quantity	[31] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_52.raw.PG.Quantity	[32] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_53.raw.PG.Quantity
A0A0B5F2Q0	ATP/GTP-binding protein	1313591.375	258586.09375	1218875	85278.7890625	65360.76953125	44099.8671875	30331.30859375	25354.744140625	16165.13671875	1384365.875	1033677.8125	917155.4375	72528.671875	195225.625	111104.5546875	2.871056079864502	Filtered	122906.6875	742760.8125	31223.501953125	575865.75	70660.6953125	98406.40625	57356.58203125	38013.5234375	57037.80078125	80616.4140625	85437.625	42301.0625	57428.26171875	56568.92578125	31060.130859375
A0A0B5F2Q1	N-acylneuraminate cytidylyltransferase	608528.1875	401059.28125	520298.3125	5304637.5	4329463	2289711	2372729.75	2220510.25	2098938.25	646240.4375	1039918.1875	608842.875	3113348.25	3660727	4825553.5	630480.75	1692375	1013247.5	378206.59375	614953.875	612963	2658034.25	3790012.75	1524642.25	1670067.625	1776096.5	2269238.25	2053511	2001212.375	1559541.25	1494056.25	1571315.375
A0A0B5F2Q7	Sugar ABC transporter ATP-binding protein	103743.09375	197074.0625	123443.4765625	119999.4140625	103057.875	43586.171875	29435.73828125	22450.01953125	21538.044921875	46921.7578125	68526.4453125	131381.703125	56999.3203125	66626.2421875	66890.328125	15126.931640625	34259.609375	22650.1171875	110773.796875	464112.78125	663172.0625	32295.125	27054.35546875	13700.89453125	8248.0048828125	9324.5751953125	15955.044921875	42608.70703125	21775.1484375	23869.630859375	6004.361328125	2.3914954662323
A0A0B5F2R1	Putative integral membrane ATPase	44848.28125	59325.78125	55126.296875	14753.5439453125	Filtered	22985.759765625	211915.46875	Filtered	Filtered	65774.28125	55081.234375	101558.1484375	234.16700744628906	330845.34375	18789.32421875	Filtered	Filtered	Filtered	330976.3125	1400988.75	544007	45474.28515625	36257.00390625	140452.59375	185735.234375	185750.890625	14267.2138671875	41080.73046875	72119.7421875	470132.15625	231607.578125	502070.5625
A0A0B5F2R8	Ribbon-helix-helix protein, CopG family	15637.4033203125	Filtered	39423.4453125	14471.5556640625	18752.431640625	48971.78515625	35959.078125	33212.25390625	107050.296875	23897.884765625	26590.826171875	Filtered	81383.578125	88533.3046875	53723.27734375	62824.3828125	27137.966796875	211570.40625	6.710069179534912	Filtered	Filtered	Filtered	Filtered	57841.3359375	90445.0546875	15034.29296875	51173.9921875	78709.7734375	88324.7265625	38379.5546875	2224.607177734375	26875.79296875
A0A0B5F2S3	Oxidoreductase	416724.09375	387666.8125	466885.96875	2507001	2225346.25	2432711.25	1578383.25	1617749.625	1354752.25	491412.875	601090.25	459816.625	1775995.75	1719142	1873224.25	1679908	960437.8125	1176083.125	98477.2109375	Filtered	263518.8125	3695143.25	3951748	2837601.25	2223464.25	2803005.25	1370502	3894048.5	3293963.75	2128650	1671274.5	1678224.375
A0A0B5F2S7	RNA polymerase sigma-W factor	6695256.5	283495.96875	448701.125	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	566441.875	518121.5	325649.0625	Filtered	Filtered	Filtered	31.850534439086914	Filtered	208564.9375	2022706.375	13492331	8798385	Filtered	Filtered	Filtered	Filtered	968982.6875	1222618	Filtered	Filtered	61221.03515625	Filtered	Filtered
A0A0B5F2T4	Deoxyribose-phosphate aldolase	1259129.5	1004110.5625	989187.5	138082.703125	143074.90625	156735.65625	175192.6875	109952.09375	160024.03125	794350.5625	728194.0625	714449.25	198934.734375	260970.859375	133190.375	458608.15625	142294.25	830628.8125	530071	330414.125	398369.3125	68166.234375	73327.5078125	118868.890625	103578.390625	105150.140625	57983.2265625	138132.84375	124131.8515625	2231.765625	63979.6484375	62055.7109375
A0A0B5F2V5	Hydrolase	7359.44482421875	1457.4632568359375	9146.08984375	Filtered	16677.052734375	1422.7425537109375	58728.625	12613.6845703125	18399.876953125	4441.41015625	8525.5	8548.572265625	11814.2822265625	10475.1943359375	10762.181640625	Filtered	Filtered	Filtered	Filtered	28182.537109375	Filtered	44952.6796875	104487.390625	118421.5703125	119134.3046875	267238.34375	42204.82421875	29483.001953125	16362.736328125	82041.96875	37233.51953125	119944.9609375
A0A0B5F2W6	Lipoprotein	Filtered	NaN	639682	86500.3203125	59263.38671875	54643.11328125	Filtered	Filtered	Filtered	693484.3125	NaN	538946.0625	61678.4609375	58669.48046875	51124.37109375	Filtered	Filtered	Filtered	Filtered	59533.359375	Filtered	32178.703125	96358.1953125	Filtered	NaN	Filtered	189340.015625	32945.59765625	41662.68359375	Filtered	Filtered	Filtered
A0A0B5F2Y6	Cystathionine gamma-synthase	117796.8984375	88889.453125	123299.5	970276.6875	964866.75	1149417.625	798166.875	865424.3125	419117.8125	183142.40625	266444.21875	155733.34375	732824	919363.5625	624834.125	39697.4453125	69588.6171875	19340.224609375	156546.4375	79777.5078125	133679	510720.53125	487863.53125	377951.25	19056.0546875	202340	22753.083984375	337529.0625	285627.8125	231273.359375	244828	335896.28125
A0A0B5F2Z0	Daunorubicin resistance ABC transporter ATPase subunit	85294.484375	28345.060546875	65134.75	NaN	Filtered	5527.8525390625	2226.631103515625	1972.9820556640625	15888.94921875	52757.453125	53868.609375	38320.90234375	51061.05859375	125481.4296875	83815.5234375	87543.0390625	24063.5390625	69075.1953125	105300.4609375	272501.5625	247937.078125	3481.443359375	4959.89306640625	21519.8046875	18294.07421875	12376.0498046875	27890.419921875	19177.31640625	15013.1669921875	62905.7265625	32298.546875	60455.5078125
A0A0B5F2Z1	Non-specific serine/threonine protein kinase	291515.0625	248429.59375	276645.25	320546	321923.375	414942.71875	445498.3125	413522	476276.8125	277702.71875	261328.03125	260260.59375	307670.40625	386160.125	322182.59375	636467	567822.4375	456121.53125	181768.5625	456345.46875	452963.78125	435786.96875	335652.34375	572281.1875	607388.8125	611509.5	343936.65625	465188.9375	508950.40625	663625.625	568271	478507.625
A0A0B5F2Z7	Regulatory protein	85258.984375	109581.375	117023.765625	55344.44921875	53562.671875	32874.21484375	20246.9375	21391.05859375	34908.69140625	56879.15234375	67333.5546875	42768.0625	42087.26171875	33672.953125	34010.86328125	35726.0703125	14734.57421875	41997.734375	74677.3671875	247974.03125	216080.71875	50891.22265625	49963.54296875	66602.9375	51718.875	42467.44921875	35441.80078125	21099.474609375	28357.265625	71961.5	53095.58203125	56558.68359375
A0A0B5F361	Penicillin acylase	513085.78125	504527.4375	618707.375	236998.328125	208510.03125	74553.7734375	124142.421875	121222.4765625	126637.4609375	511806.78125	348482.34375	438532.375	162621.28125	144107.453125	295751.875	144321.5	255283.265625	67496.7265625	6930876.5	23476634	16030268	324763.65625	245987.328125	214947.890625	229218.359375	288770.125	337442.90625	398557.59375	354522.75	335760.375	376106	408097.46875
A0A0B5F363	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme	242091.5625	197557.25	238464.34375	119444.8203125	111639.171875	88458.546875	118469.15625	92225.6875	116553.2265625	153039.859375	137571.5625	145060.984375	103020.6875	126507.7734375	109769.640625	76673.0859375	108953.8125	105069.5	98722.890625	345846.21875	193260.359375	112288.0703125	133161.859375	96609.5859375	69751.171875	88270.7578125	94873.3203125	164874.546875	138927.421875	90635.7578125	114686.8125	91701.203125
A0A0B5F365	Molybdenum cofactor biosynthesis protein	22.350208282470703	269140.46875	91200.53125	449036.625	358373.8125	339392.3125	1323627	1468588	1756588.375	36105.2734375	43412.40234375	21019.08984375	275954.03125	311152.5	320331.84375	1208320.125	1255567.625	1122950.625	77.46949768066406	15.637907028198242	11.288581848144531	315366.625	285626.1875	597294.5625	640139.3125	610011.125	498486.46875	407843.125	436011.34375	834721.6875	912556.125	788260
A0A0B5F369	Glutamine synthetase	143294.71875	111063.6875	141030.46875	338581.28125	200620	174160.59375	219703.734375	167265.90625	199387.8125	186609.78125	286771.59375	205054.78125	138821.125	246954.5625	279967.40625	31247.912109375	76934.796875	19470.369140625	111058.8671875	15735.326171875	70463.546875	225195.546875	121415.015625	13981.8779296875	16650.12890625	29243.806640625	90390.0078125	98050.796875	74631.3203125	40944.7265625	34965.4453125	70657.53125
A0A0B5F385	Glutamine synthetase	1305658.375	1504230.125	1323295.5	1478833.25	1656643.375	1324216	1659999.75	1608938.25	1659493.75	907420.4375	1005664.625	1155770.25	1454757.625	1915733.125	1410295.5	2195058.5	1969565.75	1370515.125	1971727.5	2491239.5	1852160.625	1037626.6875	1320107.5	1153700.125	1205869.75	1155052	1416241.625	1118283.625	902059.8125	1508781.875	1294156.25	1724023.375
A0A0B5F387	Lipoyl synthase	1136070.25	1560417.875	1832485.5	1298298	1175722.25	762987.125	224901.890625	188553.578125	261498.59375	928050.4375	909260.1875	1020341.625	1075928	928597.1875	1156155.5	671937.625	781836.625	323138.75	1671434	433440.875	1901213.875	1025248.5625	940609.375	751116.3125	1011178.0625	600386.875	573240.8125	904442.25	968898.625	490736.5	719390.5625	883198.0625
A0A0B5F395	Pyruvate dehydrogenase E1 component	1853933.25	1609300.625	1563061.375	3265271.75	3185614.25	2989949.75	416456.125	461831.8125	515606.03125	1199117.375	1001206.75	1395550.75	3133124.5	2075848.625	3155194.5	916506.625	568795.9375	886053.1875	2633074.25	2021000	1538570	1676543.75	449002	564419.625	573672.8125	654681.25	485575.875	1831588.125	1428068.125	617739.5625	417510.9375	559913.25
A0A0B5F3A2	Thioredox_DsbH domain-containing protein	165393.390625	145182.140625	185740.3125	128747.4140625	116981.625	23604.65234375	14440.8046875	18943.884765625	33666.01171875	186642.75	116411.1796875	97882.265625	13942.5087890625	27591.337890625	55216.796875	50217.77734375	56202.30078125	17677.17578125	73384.859375	347714.875	187986.234375	115365.4765625	108082.59375	80237.2421875	50663.17578125	33503.171875	71469.3125	68119.78125	55720.06640625	27015.8515625	44374.765625	97048.84375
A0A0B5F3B7	Putative Adenosine kinase	148652.875	233235	144637.78125	700066.5625	755196.625	523762.78125	525059.1875	526001.8125	378881.03125	150571.625	125137.953125	116231.46875	807809.375	754919.4375	727695.125	689670.25	381641.65625	251365.953125	305096.4375	399182.375	277244.9375	463374.65625	346643.625	504748.09375	480900.1875	459647.71875	297452.375	357211	411930.90625	280527.59375	381477.5	302084.09375
A0A0B5F3D3	Transcriptional regulator	50443.25390625	68702.4375	71325.6015625	86458.0078125	58556.0625	21596.349609375	68879.1796875	113150.125	192885.5	68583.2109375	61098.79296875	44288.1796875	46339.60546875	87981.5625	74337.5	451982.1875	84124.875	57750.3515625	76901.359375	143233.890625	Filtered	51962.8125	36833.44140625	78722.09375	57746.9296875	122605.1015625	211696.953125	152927.71875	99165.09375	224129.28125	158153.515625	226974.78125
A0A0B5F3E2	Acyl-CoA synthetase, long-chain fatty acid:CoA ligase	524648.75	541123.6875	523988.21875	191300.703125	134571.59375	121466.609375	181779.265625	177685.09375	184188.671875	323405.53125	287717.65625	331893.15625	264936	186928.984375	228393.484375	185465.59375	245701.71875	164602.21875	785833.25	895597.9375	744836.4375	128015.796875	169468.5625	151168.25	182846.171875	158425.203125	104409.8828125	116003.9140625	108377.640625	159192.5625	143189.34375	152494.296875
A0A0B5F3F0	Sugar hydrolase	231495	197510.5	195851.1875	198901.796875	162489.390625	166834.21875	210352	204339.34375	261258.953125	221734.75	199136.3125	186238.359375	182153.765625	147761.8125	264198.46875	704129.6875	322829.21875	521143.875	298677.9375	778961.8125	271508.78125	114118.703125	106248.4921875	119123.0234375	117796.9453125	227691.640625	201619.875	180567.703125	198261.671875	280280.96875	422810.65625	486077.28125
A0A0B5F3G6	Thiazole synthase	37351.62890625	Filtered	Filtered	199596.359375	275862.46875	288499.28125	165551.046875	53225.7265625	56800.171875	33948.4296875	21897.0078125	47958.671875	548309.375	463043.84375	296073.71875	Filtered	120687.0859375	90971.6484375	Filtered	Filtered	Filtered	338112.96875	331542.34375	172815.484375	181750.53125	Filtered	Filtered	206054.65625	202602.84375	481732.375	129703.125	346075.625
A0A0B5F3I1	Transcriptional regulator PecS	NaN	9829.2724609375	70.3600082397461	46101.71484375	9847.2568359375	30622.169921875	8434.41796875	9037.96484375	NaN	29647.681640625	6414.3095703125	5911.67724609375	11648.3115234375	6157.3798828125	7010.13037109375	Filtered	1.8775029182434082	1.054254412651062	1.669655442237854	5.499248027801514	Filtered	45973.61328125	86730.09375	17266.662109375	NaN	7290.7255859375	7460.21533203125	NaN	41291.75390625	NaN	11570.19140625	1.1807019710540771
A0A0B5F3I8	Short-chain dehydrogenase/reductase family oxidoreductase	65047.796875	90329.703125	106528.03125	33292.890625	20604.0078125	12732.7333984375	24083.142578125	36843.21875	12243.064453125	90060.953125	63298.9375	25359.318359375	22307.216796875	40982.39453125	16205.48828125	83445.625	24606.298828125	36638.8671875	114794.4921875	115871.84375	87750.5390625	5685.1826171875	Filtered	Filtered	11409.3125	16706.990234375	53096.734375	22302.3203125	2477.66943359375	61139.67578125	51406.82421875	36909.84375
A0A0B5F3J3	Plant-type carbonic anhydrase	1147912.75	759790.4375	1119439.75	1003722.875	1096032.75	872559.3125	971027.875	910984.125	846789.625	1252589.25	1143290.625	934414.625	650807.8125	815341.1875	1008670.375	580841.875	642920.8125	666134.5625	1585138.875	891710.5625	1746491.625	796603.6875	1254555.125	618055.4375	624576.5	561384.8125	661802	577583.625	803702.25	496517.71875	701285.125	531201.9375
A0A0B5F3J8	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	269356.78125	156961.0625	237651.6875	375829.84375	215542.59375	262962	197617.921875	214263.515625	321906.59375	370430.78125	352294.46875	364134.375	222373.734375	321850.25	299727.375	233868.75	152383.53125	205313.40625	243104.28125	Filtered	89683.53125	247103.609375	253938.296875	159735.71875	95298.140625	120240.9609375	221972.96875	251559.171875	261767.296875	212859.296875	148637.5625	163906.59375
A0A0B5F3J9	Xanthomonas XOO_2897-like deaminase	414325.75	365988.9375	326930.4375	504191.6875	427398.46875	385925.0625	380288.9375	410462.84375	391418	413331.21875	375215.6875	331972.28125	466961.1875	549126.9375	466050.3125	738430.3125	575755.5	686880.875	351503.15625	459671.9375	555733.3125	377980.3125	361150.34375	296874.59375	400385.78125	409866.28125	399860.59375	376731.46875	363766.5625	350112.28125	310327.90625	308506.25
A0A0B5F3N3	Pyruvate flavodoxin/ferredoxin oxidoreductase domain protein	69751.6484375	113027.5703125	83272.1953125	1138291.875	930403	432744.1875	511502.3125	534336.8125	534182.4375	131489.296875	125707.828125	114854.640625	881152.4375	744021.375	891857.8125	725380.125	687869.125	294016.4375	105608.6171875	8.368565559387207	1741734.125	650702.8125	440242.875	1177725.125	1259916.125	954361	1408362	772528.8125	474511.8125	718293.3125	746776.125	840514.3125
A0A0B5F3N7	NADH-quinone oxidoreductase subunit B	232691.21875	473403.59375	439832.6875	243173.59375	196324.078125	143527.5	207233.625	198322.828125	279803.9375	267491.40625	277023.8125	249636	85780	96144.9765625	135800.40625	151860.59375	54828.26171875	160850.734375	931536.375	1745389.375	961466.75	263314.03125	163583.234375	225584.15625	195213.390625	145593.375	250604.1875	124868.7265625	140141.71875	242906.40625	182694.734375	273097.78125
A0A0B5F3N8	AP_endonuc_2 domain-containing protein	10089.8623046875	1663.06298828125	4351.828125	26142.455078125	15730.72265625	22026.99609375	1951.84130859375	4491.328125	2693.5361328125	14549.734375	12703.7421875	5465.47998046875	48461.2734375	23668.97265625	30525.11328125	4946.306640625	6806.5087890625	1.178499460220337	13979.765625	Filtered	Filtered	31204.462890625	19008.216796875	57430.625	64435.3984375	40055.92578125	51390.0625	65093.61328125	49385.51953125	92685.2109375	92860.1484375	59509.9453125
A0A0B5F3P6	Integral membrane protein	858209.625	514013	717392.3125	428392.65625	139621.9375	17406.69921875	53185.84765625	50036.6328125	31611.69921875	755660.125	484215.625	650593.5	276699.5625	243648.828125	510030.15625	10800.986328125	113529.3359375	84459.1875	20935092	49895196	60077772	995662.3125	726903.875	561016.5	327780.9375	458895.96875	306832.75	923808	741314.4375	513670.90625	410062.3125	345969.5
A0A0B5F3R3	Enoyl-CoA hydratase 2	240364.78125	110117.15625	237738.8125	251394.375	264392.875	287220.5	590275.4375	540429.25	794766.375	203748.90625	199393.765625	210475.125	275394.5625	291280.375	158863.59375	541834.5	679041	451318.8125	293992.5625	435329.53125	323027.4375	151895.109375	242813.96875	262540.53125	276198.25	255664.515625	191616.578125	245141.84375	236932.265625	281993.46875	206095.921875	271189.6875
A0A0B5F3R8	Protein translocase subunit SecE	369504.28125	190451.8125	172503.375	165142.40625	77517.8828125	18317.798828125	38540.8671875	40042.84375	31040.083984375	48896.91015625	43874.10546875	68639.203125	117876.125	88833.1875	166123.828125	84037.328125	27881.40234375	73206.0546875	1209660.375	3582843.75	3981413.5	118637.4375	412225.59375	46659.91796875	31871.255859375	28127.96484375	29139.685546875	245983.453125	323234.09375	36212.31640625	39564.72265625	42820.87109375
A0A0B5F3R9	Tryptophan synthase beta chain	28667.9375	15975.056640625	1.1912963390350342	178446.1875	133467.234375	194883.15625	177901.8125	202698.453125	136237.65625	45637.08984375	41039.83984375	44992.6953125	131829.03125	174003.765625	149295.28125	21496.900390625	531.7095947265625	8440.19140625	44877.71484375	64034.48046875	Filtered	56343.70703125	69053.4609375	44528.87890625	15176.6611328125	48237.375	108128.625	40545.1328125	61638.6953125	88519.59375	40853.28515625	21328.310546875
A0A0B5F3S4	DNA-directed RNA polymerase subunit beta'	5132016	3182343.75	3453234.5	3561232.5	3186767.5	3032900	2644108.75	2730643.25	2638158.5	4241369	3783228.5	5165976.5	3179007.75	3383720.25	3317863.75	2245635.75	2577188	2343885.25	4958437	5161973.5	4169102	3764649.5	4292658.5	3307971.5	3293205.25	3202800.25	3225242.75	3147186	3054481.25	3196991.5	2982253.5	3138889.25
A0A0B5F3T4	Elongation factor Tu	13661870	10894154	10637017	10643151	13152180	13117941	9769960	9092381	8217592.5	11784935	13466261	12612257	12250907	13727341	11598714	8815862	6926381	7938656	9052203	7795477	10245986	8111217	8341790	7435104	7427163	7989065	11471810	9935396	10141973	7495370	9262381	8973667
A0A0B5F3T6	50S ribosomal protein L2	1228196.625	3001275.25	2989264.5	12337519	8731858	11773247	9666909	11138075	8574658	3210391.5	3839693.25	2886154.75	9567108	8347937	11227503	6008639.5	6163906	8441792	3073743	4062334.5	3213435.5	10128034	12875828	5208293	6178913.5	6544442.5	10386637	12477053	17391594	4758107.5	4616349	5585380.5
A0A0B5F3U1	50S ribosomal protein L29	3124040.75	5843409.5	5080180	3843025	3558477.75	6036702	7728686.5	9934705	9749956	3145495.75	3497060	3422437.25	2816962.5	3381550.75	3431272	15032472	7474859	12806615	2872407.25	7590468.5	4069105.25	3683510	5245561	2627323	2762731.5	4121789.75	7248584	6322973	7311197	4455544.5	3811832.75	2937270.25
A0A0B5F3U5	30S ribosomal protein S14 type Z	105118.90625	109160.9921875	41939.64453125	18357.38671875	5852.041015625	211739.640625	119538.7109375	180926.5625	74649.3046875	57256.765625	38753.26171875	40874.05078125	245389.453125	354538.03125	30950.0234375	1852621.5	72212.421875	739140.1875	Filtered	Filtered	Filtered	Filtered	Filtered	4350.92578125	5074.71875	9212.310546875	Filtered	12569.7744140625	111617.15625	Filtered	Filtered	Filtered
A0A0B5F3U8	Energy-dependent translational throttle protein EttA	968247.8125	759399.8125	766150.5	1485217.5	1391668.125	1185858.25	739443.6875	719204.1875	719860.5	1225862	1339849.625	1294077.875	1279700.375	1253627.5	1303944.75	603972	652613.9375	714489.6875	813392.9375	324445.65625	746843.5	1336041.125	1149568.875	976031.1875	979126.3125	1012330.8125	938578.1875	1085348.125	863766.8125	807078.25	847610.1875	1006281.4375
A0A0B5F3V1	50S ribosomal protein L30	533545.25	3752520.75	543088.25	3494991.5	2355810.25	3657488.5	4315335.5	5641439.5	5196671.5	822040.5625	416183.90625	937652.5625	2476461.75	2519797	2035427.375	10052475	6040230	4922338.5	171210.75	272577.90625	77460.1796875	1733150.125	1948890.75	1418590	817894.1875	2316685	3028073.75	1967013.375	4054395.75	1527696.25	1506374.5	1823372.625
A0A0B5F3V5	Translation initiation factor IF-1	2420954	5254663.5	4978936.5	3368810.25	2988432.75	4612723	9257632	10268577	13579533	3098660.5	3674463.75	2862298.75	2412216.75	3301939.5	2896718.75	28916636	16066021	19445214	4305071	17732812	9637828	3367039.5	6761993	3989833.5	3677734.5	4911517	6400275.5	4940351	7317363.5	6484378.5	6223988	6043337.5
A0A0B5F3V6	Putative branched-chain amino acid ABC transporter ATP-binding protein	15699.705078125	Filtered	14991.6875	33055.4765625	18495.57421875	21395.44921875	Filtered	Filtered	Filtered	29605.75	Filtered	19842.173828125	51671.76953125	24209.126953125	71646.96875	Filtered	Filtered	Filtered	82860.0078125	Filtered	Filtered	31956.099609375	45228.0546875	Filtered	Filtered	26844.71484375	134384.765625	57523.83203125	66449.9296875	12039.3017578125	Filtered	18366.96875
A0A0B5F3V8	50S ribosomal protein L17	9027033	13356768	12583347	8367806	6074408	10952879	9798074	13482125	13034725	9216291	9564092	7635729	5950301	6934296	7525378.5	11115547	8951472	14214047	12958958	20481766	16898018	7058030	11403921	6374507.5	6448176	6779807	10577061	13162340	17084202	7522570	5777746.5	6875642.5
A0A0B5F3W1	Phosphoglucosamine mutase	436584.6875	155856.140625	347889.03125	554244.875	464893.09375	228235.703125	176049.4375	128123.4296875	136365.734375	409602.5625	500580.40625	430778.84375	281985.28125	277592.625	433237.0625	10492.5556640625	120169.2265625	128698.03125	618890.625	96499.59375	123728.0390625	292788.25	245864.265625	192602	216668.71875	298104.28125	272340.28125	255399.015625	181249.234375	189820.890625	193445.296875	167905.375
A0A0B5F3W3	ComA operon protein 2	64048.03125	48560.765625	39250.6171875	71666.7109375	67709.5078125	102313.8125	79445.8046875	126070.2734375	121126.0078125	106428.421875	52166.109375	90105.6484375	49697.71875	100869.0625	63474.58984375	150179	Filtered	117011.734375	Filtered	Filtered	Filtered	Filtered	Filtered	45243.00390625	32466.654296875	36016.703125	140990.171875	19889.275390625	32351.169921875	50643.578125	59327.4375	62778.08984375
A0A0B5F3Y1	Chaperonin GroEL	11972399	6097693.5	6409748	8452345	7442419	8636742	7250810	7470606.5	6003806	8764999	8878290	7026460	6635635	7616994	5146001	4363751.5	4856671	4109865.25	6131277	4733390.5	4522240.5	6561823.5	3746949.5	5464479	5594925	6656568	6431309.5	3561043.5	3106350.75	5629906	5657447	4887878
A0A0B5F3Y9	Inositol-5-monophosphate dehydrogenase	477352.625	292378.90625	394571.96875	486787.78125	525194.375	505916.21875	724841.625	642083.0625	639769.625	496922.6875	510580.3125	554414.8125	499275.15625	491906.4375	432841.28125	927132.5625	754072.375	841916.9375	397562.84375	412135.6875	168357.609375	505982.875	554957.9375	400896.40625	519713.5625	550912.875	723936.375	374984.5625	490230	487610.6875	452857.09375	514652.75
A0A0B5F3Z5	ATP-dependent Clp protease proteolytic subunit	497893.5	474147.25	724727.875	4691839	4050172	2123342.25	2931122	2697658	2670730.25	1086970.5	1456183.25	850392.875	1558759	1898943.25	3439850.75	617796.5	1673776.75	943527.4375	842344.375	798724.3125	1085909.25	2783815.25	2730545.5	2658195.25	2553090.25	2877928.25	3112857.25	2549930.5	1597639.75	2530024.5	2127805.75	2179551.25
